sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
basketball,college,ncaab,2023-10-28,Saturday,4 p.m.,NJIT,Seton Hall University,"Newark, NJ",Newark,NJ
basketball,college,ncaab,2023-11-06,Monday,7:30 PM,Seton Hall University,Saint Peter's,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-11-11,Saturday,4 PM,Seton Hall University,FDU,"South Orange, N.J. (Walsh Gymnasium)",South Orange,NJ
basketball,college,ncaab,2023-11-15,Wednesday,6:30 PM,Seton Hall University,Albany,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-11-18,Saturday,12 PM,Seton Hall University,Wagner,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-11-23,Thursday,5:30 PM,Seton Hall University,USC,"San Diego, CA (LionTree Arena)",South Orange,NJ
basketball,college,ncaab,2023-11-24,Friday,6 p.m.,Seton Hall University,Iowa,"San Diego, CA (LionTree Arena)",South Orange,NJ
basketball,college,ncaab,2023-11-29,Wednesday,6:30 PM,Seton Hall University,Northeastern,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-12-05,Tuesday,9 PM,Baylor,Seton Hall University,"Waco, TX",Waco,TX
basketball,college,ncaab,2023-12-09,Saturday,8:30 PM,Seton Hall University,Rutgers,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-12-12,Tuesday,6:30 PM,Seton Hall University,Monmouth,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-12-17,Sunday,5 P.M.,Seton Hall University,Missouri,"Kansas City, MO",South Orange,NJ
basketball,college,ncaab,2023-12-20,Wednesday,7 PM,Seton Hall University,UConn,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2023-12-23,Saturday,2 PM,Xavier,Seton Hall University,"Cincinnati, OH",Cincinnati,OH
basketball,college,ncaab,2024-01-03,Wednesday,6:30 PM,Providence,Seton Hall University,"Providence, RI",Providence,RI
basketball,college,ncaab,2024-01-06,Saturday,12 PM,Seton Hall University,Marquette,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-01-09,Tuesday,6:30 PM,Georgetown,Seton Hall University,"Washington, DC",Washington,DC
basketball,college,ncaab,2024-01-13,Saturday,12 PM,Butler,Seton Hall University,"Indianapolis, IN",Indianapolis,IN
basketball,college,ncaab,2024-01-16,Tuesday,8:30 PM,Seton Hall University,St. John's,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-01-20,Saturday,12 PM,Seton Hall University,Creighton,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-01-24,Wednesday,6:30 PM,Seton Hall University,Providence,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-01-27,Saturday,1 PM,Marquette,Seton Hall University,"Milwaukee, WI",Milwaukee,WI
basketball,college,ncaab,2024-01-30,Tuesday,9 PM,DePaul,Seton Hall University,"Chicago, IL",Chicago,IL
basketball,college,ncaab,2024-02-07,Wednesday,6:30 PM,Seton Hall University,Georgetown,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-02-11,Sunday,12 PM,Villanova,Seton Hall University,"Philadelphia, PA",Villanova,PA
basketball,college,ncaab,2024-02-14,Wednesday,7 PM,Seton Hall University,Xavier,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-02-18,Sunday,5 PM,St. John's,Seton Hall University,"Elmont, NY",Queens,NY
basketball,college,ncaab,2024-02-24,Saturday,8:30 PM,Seton Hall University,Butler,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-02-28,Wednesday,9 PM,Creighton,Seton Hall University,"Omaha, NE",Omaha,NE
basketball,college,ncaab,2024-03-03,Sunday,12 PM,UConn,Seton Hall University,"Storrs, Conn.",Storrs,CT
basketball,college,ncaab,2024-03-06,Wednesday,6:30 PM,Seton Hall University,Villanova,"Newark, N.J. (Prudential Center)",South Orange,NJ
basketball,college,ncaab,2024-03-09,Saturday,8:30 PM,Seton Hall University,DePaul,"Newark, N.J. (Prudential Center)",South Orange,NJ
